currentSourceFile,currentItemId,currentSourceRowId,v02RowId,proposedBucket,proposedAction,applyStatus,appliedFields,applyReason,replacementFieldList,currentPrompt,v02Prompt,currentStimulus,v02Stimulus,currentAnswer,v02Answer,currentExplain,v02Explain,quarantineReason,productionReason,legacySeedReason,riskFlag,notes
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_015,cat02-coll-015,cat02-coll-015,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? introduce oneself,Welche Kollokation passt? introduce oneself,Choose the best German option.,Choose the best German option.,sich kurz vorstellen,sich kurz vorstellen,Reflexive and separable: `Ich stelle mich vor.`,Reflexive and separable: `Ich stelle mich vor.`,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_016,cat02-coll-016,cat02-coll-016,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? look for/find the course room,Welche Kollokation passt? look for/find the course room,Choose the best German option.,Choose the best German option.,den Kursraum suchen / finden,den Kursraum suchen / finden,`suchen` takes an accusative object: den Kursraum.,`suchen` takes an accusative object: den Kursraum.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_017,cat02-coll-017,cat02-coll-017,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? during the break / go to the break room,Welche Kollokation passt? during the break / go to the break room,Choose the best German option.,Choose the best German option.,in der Pause / zum Pausenraum gehen,in der Pause / zum Pausenraum gehen,Use movement with `zu`: zum Pausenraum gehen.,Use movement with `zu`: zum Pausenraum gehen.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_018,cat02-coll-018,cat02-coll-018,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? the right contact person,Welche Kollokation passt? the right contact person,Choose the best German option.,Choose the best German option.,der richtige Ansprechpartner,der richtige Ansprechpartner,"Match gender: der Ansprechpartner, die Ansprechpartnerin.","Match gender: der Ansprechpartner, die Ansprechpartnerin.",,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_019,cat02-coll-019,cat02-coll-019,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? wait at reception,Welche Kollokation passt? wait at reception,Choose the best German option.,Choose the best German option.,am Empfang warten,am Empfang warten,Fixed place phrase: `am Empfang`.,Fixed place phrase: `am Empfang`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_020,cat02-coll-020,cat02-coll-020,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? ask in the office/secretariat,Welche Kollokation passt? ask in the office/secretariat,Choose the best German option.,Choose the best German option.,im Sekretariat fragen,im Sekretariat fragen,Place phrase: `im Sekretariat`.,Place phrase: `im Sekretariat`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_021,cat02-coll-021,cat02-coll-021,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? need a pen,Welche Kollokation passt? need a pen,Choose the best German option.,Choose the best German option.,einen Stift brauchen,einen Stift brauchen,`brauchen` takes accusative: einen Stift.,`brauchen` takes accusative: einen Stift.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_024,cat02-coll-024,cat02-coll-024,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? work in a team,Welche Kollokation passt? work in a team,Choose the best German option.,Choose the best German option.,im Team arbeiten,im Team arbeiten,Fixed phrase: `im Team arbeiten`.,Fixed phrase: `im Team arbeiten`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_025,cat02-coll-025,cat02-coll-025,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Kollokation passt? work in a group,Welche Kollokation passt? work in a group,Choose the best German option.,Choose the best German option.,in der Gruppe arbeiten,in der Gruppe arbeiten,Use article in the phrase: `in der Gruppe`.,Use article in the phrase: `in der Gruppe`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_051,cat02-pf-051,cat02-pf-051,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Heute ich bin neu im Kurs.,Heute ich bin neu im Kurs.,Korrigiere den Satz.,Korrigiere den Satz.,Heute bin ich neu im Kurs.,Heute bin ich neu im Kurs.,"If a time word starts the sentence, the finite verb stays in position 2.","If a time word starts the sentence, the finite verb stays in position 2.",,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_053,cat02-pf-053,cat02-pf-053,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Ich teilnehme am Kurs.,Ich teilnehme am Kurs.,Korrigiere den Satz.,Korrigiere den Satz.,Ich nehme am Kurs teil.,Ich nehme am Kurs teil.,Separable verb: `teilnehmen` splits in the main clause.,Separable verb: `teilnehmen` splits in the main clause.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_054,cat02-pf-054,cat02-pf-054,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Ich mache Notizen mir.,Ich mache Notizen mir.,Korrigiere den Satz.,Korrigiere den Satz.,Ich mache mir Notizen.,Ich mache mir Notizen.,Reflexive pronoun goes before the noun object here.,Reflexive pronoun goes before the noun object here.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_055,cat02-pf-055,cat02-pf-055,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Ich ausfülle das Formular.,Ich ausfülle das Formular.,Korrigiere den Satz.,Korrigiere den Satz.,Ich fülle das Formular aus.,Ich fülle das Formular aus.,Separable verb: `ausfüllen` → `ich fülle ... aus`.,Separable verb: `ausfüllen` → `ich fülle ... aus`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_056,cat02-pf-056,cat02-pf-056,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Ich abgeben das Arbeitsblatt.,Ich abgeben das Arbeitsblatt.,Korrigiere den Satz.,Korrigiere den Satz.,Ich gebe das Arbeitsblatt ab.,Ich gebe das Arbeitsblatt ab.,Separable verb: `abgeben` → `ich gebe ... ab`.,Separable verb: `abgeben` → `ich gebe ... ab`.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_057,cat02-pf-057,cat02-pf-057,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Wo ich finde das Sekretariat?,Wo ich finde das Sekretariat?,Korrigiere den Satz.,Korrigiere den Satz.,Wo finde ich das Sekretariat?,Wo finde ich das Sekretariat?,"W-question: question word first, finite verb second.","W-question: question word first, finite verb second.",,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_060,cat02-pf-060,cat02-pf-060,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Ich lerne Deutsch in B1.,Ich lerne Deutsch in B1.,Korrigiere den Satz.,Korrigiere den Satz.,Ich lerne Deutsch auf B1-Niveau.,Ich lerne Deutsch auf B1-Niveau.,Use `auf B1-Niveau` for language level.,Use `auf B1-Niveau` for language level.,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_001,cat02-r-001,cat02-r-001,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work start,Welche Form passt? course/work start,Introduce self,Introduce self,Ich bin neu im Kurs.,Ich bin neu im Kurs.,Watch: missing preposition/article,Watch: missing preposition/article,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_002,cat02-r-002,cat02-r-002,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work start,Welche Form passt? course/work start,Introduce self,Introduce self,Ich bin neu in der Firma.,Ich bin neu in der Firma.,Watch: wrong gender/preposition,Watch: wrong gender/preposition,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_003,cat02-r-003,cat02-r-003,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? orientation,Welche Form passt? orientation,Arrive first time,Arrive first time,Ich bin heute zum ersten Mal hier.,Ich bin heute zum ersten Mal hier.,Watch: missing zum,Watch: missing zum,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_004,cat02-r-004,cat02-r-004,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course,Welche Form passt? course,State course status,State course status,Ich mache gerade einen Deutschkurs.,Ich mache gerade einen Deutschkurs.,Watch: missing article; unnatural literal,Watch: missing article; unnatural literal,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_005,cat02-r-005,cat02-r-005,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course,Welche Form passt? course,State level,State level,Ich lerne Deutsch auf B1-Niveau.,Ich lerne Deutsch auf B1-Niveau.,Watch: wrong preposition,Watch: wrong preposition,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_006,cat02-r-006,cat02-r-006,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,State learning goal,State learning goal,Ich möchte meine Deutschkenntnisse verbessern.,Ich möchte meine Deutschkenntnisse verbessern.,Watch: plural-only noun agreement,Watch: plural-only noun agreement,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_009,cat02-r-009,cat02-r-009,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Brief self-introduction,Brief self-introduction,Ich stelle mich kurz vor.,Ich stelle mich kurz vor.,Watch: separable/reflexive word order,Watch: separable/reflexive word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_010,cat02-r-010,cat02-r-010,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Introduce another person,Introduce another person,"Das ist meine Kollegin, Frau Weber.","Das ist meine Kollegin, Frau Weber.",Watch: possessive gender,Watch: possessive gender,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_011,cat02-r-011,cat02-r-011,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course,Welche Form passt? course,Ask location,Ask location,Wo ist der Kursraum?,Wo ist der Kursraum?,Watch: question word order,Watch: question word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_012,cat02-r-012,cat02-r-012,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? building orientation,Welche Form passt? building orientation,Ask location,Ask location,Wo finde ich das Sekretariat?,Wo finde ich das Sekretariat?,Watch: question word order,Watch: question word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_013,cat02-r-013,cat02-r-013,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Check room,Check room,Ist das der richtige Raum?,Ist das der richtige Raum?,Watch: question word order,Watch: question word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_014,cat02-r-014,cat02-r-014,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? building orientation,Welche Form passt? building orientation,Ask route,Ask route,"Können Sie mir bitte zeigen, wo der Eingang ist?","Können Sie mir bitte zeigen, wo der Eingang ist?",Watch: object position; embedded question,Watch: object position; embedded question,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_015,cat02-r-015,cat02-r-015,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? building orientation,Welche Form passt? building orientation,Ask route,Ask route,Ich suche den Pausenraum.,Ich suche den Pausenraum.,Watch: accusative after suchen,Watch: accusative after suchen,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_016,cat02-r-016,cat02-r-016,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? building orientation,Welche Form passt? building orientation,Reception behaviour,Reception behaviour,Ich warte am Empfang.,Ich warte am Empfang.,Watch: am + place phrase,Watch: am + place phrase,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_017,cat02-r-017,cat02-r-017,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? building orientation,Welche Form passt? building orientation,Go to office,Go to office,Ich gehe zum Sekretariat.,Ich gehe zum Sekretariat.,Watch: zu + article contraction,Watch: zu + article contraction,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_018,cat02-r-018,cat02-r-018,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask contact person,Ask contact person,Wer ist der richtige Ansprechpartner?,Wer ist der richtige Ansprechpartner?,Watch: gender/article mismatch,Watch: gender/article mismatch,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_020,cat02-r-020,cat02-r-020,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask next step,Ask next step,Was soll ich jetzt machen?,Was soll ich jetzt machen?,Watch: modal verb word order,Watch: modal verb word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_021,cat02-r-021,cat02-r-021,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask repetition,Ask repetition,Können Sie das bitte wiederholen?,Können Sie das bitte wiederholen?,Watch: word order less natural,Watch: word order less natural,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_022,cat02-r-022,cat02-r-022,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask slower speech,Ask slower speech,Könnten Sie bitte langsamer sprechen?,Könnten Sie bitte langsamer sprechen?,Watch: register/directness,Watch: register/directness,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_023,cat02-r-023,cat02-r-023,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Say not understood,Say not understood,Ich habe das noch nicht verstanden.,Ich habe das noch nicht verstanden.,Watch: haben + Partizip II,Watch: haben + Partizip II,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_024,cat02-r-024,cat02-r-024,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask meaning,Ask meaning,Was bedeutet dieses Wort?,Was bedeutet dieses Wort?,Watch: bedeuten vs meinen,Watch: bedeuten vs meinen,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_025,cat02-r-025,cat02-r-025,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask spelling,Ask spelling,Wie schreibt man das?,Wie schreibt man das?,Watch: word order,Watch: word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_026,cat02-r-026,cat02-r-026,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask spelling aloud,Ask spelling aloud,Können Sie das bitte buchstabieren?,Können Sie das bitte buchstabieren?,Watch: literal phrasing,Watch: literal phrasing,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_027,cat02-r-027,cat02-r-027,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask example,Ask example,Können Sie mir ein Beispiel geben?,Können Sie mir ein Beispiel geben?,Watch: missing article,Watch: missing article,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_028,cat02-r-028,cat02-r-028,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask question,Ask question,Ich habe noch eine Frage.,Ich habe noch eine Frage.,Watch: wrong article,Watch: wrong article,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_029,cat02-r-029,cat02-r-029,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Follow up,Follow up,Ich möchte kurz nachfragen.,Ich möchte kurz nachfragen.,Watch: wrong verb frame,Watch: wrong verb frame,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_030,cat02-r-030,cat02-r-030,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Explain limitation,Explain limitation,Ich kann das auf Deutsch noch nicht gut erklären.,Ich kann das auf Deutsch noch nicht gut erklären.,Watch: word order/placement,Watch: word order/placement,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_031,cat02-r-031,cat02-r-031,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Take notes,Take notes,Ich mache mir kurz Notizen.,Ich mache mir kurz Notizen.,Watch: reflexive pronoun position,Watch: reflexive pronoun position,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_032,cat02-r-032,cat02-r-032,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Take notes,Take notes,Ich notiere mir das.,Ich notiere mir das.,Watch: pronoun order,Watch: pronoun order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_033,cat02-r-033,cat02-r-033,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Request materials,Request materials,Ich brauche bitte die Unterlagen.,Ich brauche bitte die Unterlagen.,Watch: accusative/plural issue,Watch: accusative/plural issue,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_034,cat02-r-034,cat02-r-034,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Request material,Request material,Ich brauche einen Stift.,Ich brauche einen Stift.,Watch: accusative masculine,Watch: accusative masculine,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_035,cat02-r-035,cat02-r-035,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Ask material requirement,Ask material requirement,Soll ich das Formular ausfüllen?,Soll ich das Formular ausfüllen?,Watch: verb bracket word order,Watch: verb bracket word order,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_036,cat02-r-036,cat02-r-036,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work/admin basic,Welche Form passt? course/work/admin basic,Ask marking instruction,Ask marking instruction,Muss ich hier etwas ankreuzen?,Muss ich hier etwas ankreuzen?,Watch: separable verb,Watch: separable verb,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_037,cat02-r-037,cat02-r-037,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Hand in material,Hand in material,Ich gebe das Arbeitsblatt später ab.,Ich gebe das Arbeitsblatt später ab.,Watch: separable verb,Watch: separable verb,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_038,cat02-r-038,cat02-r-038,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Bring material,Bring material,Ich bringe die Unterlagen morgen mit.,Ich bringe die Unterlagen morgen mit.,Watch: separable verb,Watch: separable verb,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_043,cat02-r-043,cat02-r-043,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course,Welche Form passt? course,Course routine,Course routine,Der Unterricht beginnt um acht Uhr.,Der Unterricht beginnt um acht Uhr.,Watch: verb/conjugation,Watch: verb/conjugation,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_044,cat02-r-044,cat02-r-044,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Course routine,Course routine,Die Pause ist um zehn Uhr.,Die Pause ist um zehn Uhr.,Watch: wrong article,Watch: wrong article,,,,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_redemittel_cat02_r_045,cat02-r-045,cat02-r-045,CORE_SAFE_UNCHANGED,keep current row unchanged,kept_active,,,,Welche Form passt? course/work,Welche Form passt? course/work,Group work,Group work,Arbeiten wir allein oder in der Gruppe?,Arbeiten wir allein oder in der Gruppe?,Watch: question order/article,Watch: question order/article,,,,duplicate_v02_lineage_resolved,
