currentSourceFile,currentItemId,v02RowId,matchStatus,v02Decision,proposedBucket,proposedAction,currentTaskType,currentResponseSurface,targetFamily,hasV02ReplacementFields,replacementFieldList,quarantineReason,productionReason,riskFlag,notes
content/b1-cases-articles.js,b1_cases_articles_v0841_variable_002,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,Reparatur,edit_text,cases_articles_v0841_variable_recipient_document,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-cases-articles.js,b1_cases_articles_v0841_variable_003,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,Reparatur,edit_text,cases_articles_v0841_variable_signature_forms,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-cases-articles.js,b1_cases_articles_v085_transform_acc_masc_001,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,Umformen,typed_text,cases_articles_v085_transform_der_den_dem,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-cases-articles.js,b1_cases_articles_v085_transform_dat_neuter_001,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,Umformen,typed_text,cases_articles_v085_transform_ein_einem,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_001,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_002,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_003,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_004,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_005,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_006,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_007,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_008,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_009,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_010,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_011,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_012,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_013,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_014,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_015,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_016,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_017,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_018,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_019,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_020,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_reason_weil,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_021,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_022,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_023,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_024,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_025,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_026,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_027,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_028,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_029,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_030,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_031,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_032,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_033,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_034,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_035,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_036,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_037,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_038,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_039,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_040,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_contrast_obwohl,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_041,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_042,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_043,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_044,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_045,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_046,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_047,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_048,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_049,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_050,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_051,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_052,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_053,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_054,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_055,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_056,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_057,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_058,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_059,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_060,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_purpose_damit,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_061,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_062,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_063,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_064,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_065,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_066,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_067,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_068,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_069,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_070,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_071,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_072,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_073,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_wenn,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_074,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_während,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_075,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_während,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_076,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_während,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_077,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_als,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_078,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_während,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_079,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_während,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_080,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_081,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_082,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_083,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_084,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_085,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_086,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_087,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_088,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_089,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,word_order_cloze,,connectors_time_bevor,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
content/b1-connectors.js,b1_connector_090,,unmatched_current,,Exception,manual review: no exact v0.2 source_row_id match,connector_choice,auto_core,connectors_time_seitdem,false,,,,no_v02_row,No exact source_row_id match in v0.2 source rows.
