queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-01300,v080149_cat06_redemittel_cat06_r_001,cat06-r-001,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01301,v080149_cat06_redemittel_cat06_r_002,cat06-r-002,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01302,v080149_cat06_redemittel_cat06_r_003,cat06-r-003,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01303,v080149_cat06_redemittel_cat06_r_004,cat06-r-004,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01304,v080149_cat06_redemittel_cat06_r_005,cat06-r-005,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01305,v080149_cat06_redemittel_cat06_r_006,cat06-r-006,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01307,v080149_cat06_redemittel_cat06_r_008,cat06-r-008,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01308,v080149_cat06_redemittel_cat06_r_009,cat06-r-009,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01309,v080149_cat06_redemittel_cat06_r_010,cat06-r-010,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01315,v080149_cat06_redemittel_cat06_r_016,cat06-r-016,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01316,v080149_cat06_redemittel_cat06_r_017,cat06-r-017,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01317,v080149_cat06_redemittel_cat06_r_018,cat06-r-018,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01318,v080149_cat06_redemittel_cat06_r_019,cat06-r-019,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01319,v080149_cat06_redemittel_cat06_r_020,cat06-r-020,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01320,v080149_cat06_redemittel_cat06_r_021,cat06-r-021,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01321,v080149_cat06_redemittel_cat06_r_022,cat06-r-022,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01322,v080149_cat06_redemittel_cat06_r_023,cat06-r-023,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01323,v080149_cat06_redemittel_cat06_r_024,cat06-r-024,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01324,v080149_cat06_redemittel_cat06_r_025,cat06-r-025,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01326,v080149_cat06_redemittel_cat06_r_027,cat06-r-027,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01327,v080149_cat06_redemittel_cat06_r_028,cat06-r-028,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01329,v080149_cat06_redemittel_cat06_r_030,cat06-r-030,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01330,v080149_cat06_redemittel_cat06_r_031,cat06-r-031,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01331,v080149_cat06_redemittel_cat06_r_032,cat06-r-032,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01332,v080149_cat06_redemittel_cat06_r_033,cat06-r-033,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01335,v080149_cat06_redemittel_cat06_r_036,cat06-r-036,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01340,v080149_cat06_redemittel_cat06_r_041,cat06-r-041,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01344,v080149_cat06_redemittel_cat06_r_045,cat06-r-045,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01345,v080149_cat06_redemittel_cat06_r_046,cat06-r-046,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01346,v080149_cat06_redemittel_cat06_r_047,cat06-r-047,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01347,v080149_cat06_redemittel_cat06_r_048,cat06-r-048,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01348,v080149_cat06_redemittel_cat06_r_049,cat06-r-049,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01349,v080149_cat06_redemittel_cat06_r_050,cat06-r-050,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01350,v080149_cat06_redemittel_cat06_r_051,cat06-r-051,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01351,v080149_cat06_redemittel_cat06_r_052,cat06-r-052,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,phrase_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01353,v080149_cat06_wortschatz_cat06_w_002,cat06-w-002,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01354,v080149_cat06_wortschatz_cat06_w_003,cat06-w-003,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01355,v080149_cat06_wortschatz_cat06_w_004,cat06-w-004,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01356,v080149_cat06_wortschatz_cat06_w_005,cat06-w-005,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01357,v080149_cat06_wortschatz_cat06_w_006,cat06-w-006,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01410,v080149_cat06_wortschatz_cat06_w_059,cat06-w-059,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01411,v080149_cat06_wortschatz_cat06_w_060,cat06-w-060,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01449,v080149_cat06_wortschatz_cat06_w_098,cat06-w-098,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01450,v080149_cat06_wortschatz_cat06_w_099,cat06-w-099,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01451,v080149_cat06_wortschatz_cat06_w_100,cat06-w-100,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01452,v080149_cat06_wortschatz_cat06_w_101,cat06-w-101,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01453,v080149_cat06_wortschatz_cat06_w_102,cat06-w-102,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01454,v080149_cat06_wortschatz_cat06_w_103,cat06-w-103,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01455,v080149_cat06_wortschatz_cat06_w_104,cat06-w-104,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01456,v080149_cat06_wortschatz_cat06_w_105,cat06-w-105,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01457,v080149_cat06_wortschatz_cat06_w_106,cat06-w-106,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01458,v080149_cat06_wortschatz_cat06_w_107,cat06-w-107,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
rq-01459,v080149_cat06_wortschatz_cat06_w_108,cat06-w-108,b1_m06,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m06,b1-06,b1_m06,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,ACTIVE_NEEDS_HUMAN_REVIEW,Active normal-practice candidate needs human/content review before safe auto-resolution.,Review in a targeted content QA patch.,high
