currentSourceFile,currentItemId,currentSourceRowId,v02RowId,proposedBucket,proposedAction,applyStatus,appliedFields,applyReason,replacementFieldList,currentPrompt,v02Prompt,currentStimulus,v02Stimulus,currentAnswer,v02Answer,currentExplain,v02Explain,quarantineReason,productionReason,legacySeedReason,riskFlag,notes
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_084,cat02-pf-084,cat02-pf-084,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe eine kurze Nachricht. Scenario: First day in a course or workplace. Write a two-sentence note: say you are new and ask where to go first. Useful phrases: `Ich bin neu ...`, `Wo soll ich zuerst hingehen?`. Checklist: one orientation request; no automatic grading.",Schreibe eine kurze Nachricht.,,"Scenario: First day in a course or workplace. Write a two-sentence note: say you are new and ask where to go first. Useful phrases: `Ich bin neu ...`, `Wo soll ich zuerst hingehen?`. Checklist: one orientation request; no automatic grading.",self_check,Self-marked,Self-check: Did you say you are new and ask for the next place?,Self-check: Did you say you are new and ask for the next place?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_073,cat01-pf-073,cat01-pf-073,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer; microRule/explainText,"Schreibe einen kurzen passenden Satz. Scenario: Sie müssen kurz wegen make appointment schreiben oder sprechen. Useful phrases: Ich möchte ..., Könnten Sie bitte ..., der Termin, der Rückruf. Checklist: one short B1 sentence; polite form; clear action; self-mark only.",Schreibe einen kurzen selbstgeprüften Satz.,,Ask politely for an appointment. Useful phrase: `Ich möchte gern ...` Checklist: polite form; appointment noun; complete sentence.,self_check,Self-marked,Self-check: Did you ask politely for an appointment?,Self-check only: Did you ask politely for an appointment in one complete sentence?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_074,cat01-pf-074,cat01-pf-074,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer; microRule/explainText,"Schreibe einen kurzen passenden Satz. Scenario: Sie müssen kurz wegen reschedule schreiben oder sprechen. Useful phrases: Ich möchte ..., Könnten Sie bitte ..., der Termin, der Rückruf. Checklist: one short B1 sentence; polite form; clear action; self-mark only.",Schreibe einen kurzen selbstgeprüften Satz.,,Ask to move an appointment to Friday. Useful phrase: `auf Freitag verschieben`. Checklist: polite request; `den Termin`; new day.,self_check,Self-marked,Self-check: Did you include the old appointment idea and the new time?,Self-check only: Did you ask politely and include `auf Freitag verschieben`?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_075,cat01-pf-075,cat01-pf-075,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer; microRule/explainText,"Schreibe einen kurzen passenden Satz. Scenario: Sie müssen kurz wegen callback schreiben oder sprechen. Useful phrases: Ich möchte ..., Könnten Sie bitte ..., der Termin, der Rückruf. Checklist: one short B1 sentence; polite form; clear action; self-mark only.",Schreibe einen kurzen selbstgeprüften Satz.,,Ask for a callback and give your number. Useful phrase: `Könnten Sie mich bitte zurückrufen?` Checklist: callback request; contact number; polite form.,self_check,Self-marked,Self-check: Did you request a callback and give contact details?,Self-check only: Did you request a callback and give contact details?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_076,cat01-pf-076,cat01-pf-076,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer; microRule/explainText,"Schreibe einen kurzen passenden Satz. Scenario: Sie müssen kurz wegen appointment confirmation email schreiben oder sprechen. Useful phrases: Ich möchte ..., Könnten Sie bitte ..., der Termin, der Rückruf. Checklist: one short B1 sentence; polite form; clear action; self-mark only.",Schreibe eine kurze selbstgeprüfte Nachricht.,,"Confirm an appointment in writing. Useful phrases: `Ich bestätige ...`, `Vielen Dank ...` Checklist: appointment date/time; confirmation verb; suitable closing.",self_check,Self-marked,Self-check: Did you confirm the appointment clearly?,Self-check only: Did you confirm the appointment clearly and politely?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_practice_family_cat03_pf_086,cat03-pf-086,cat03-pf-086,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You are at an office and need to know what to bring. Write one polite question. Useful phrases: `Welche Unterlagen ...?`, `mitbringen`. Checklist: asks about documents; uses polite question form; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You are at an office and need to know what to bring. Write one polite question. Useful phrases: `Welche Unterlagen ...?`, `mitbringen`. Checklist: asks about documents; uses polite question form; self-mark only.",self_check,Self-marked,Self-check: Did you ask clearly which documents to bring?,Self-check: Did you ask clearly which documents to bring?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_practice_family_cat03_pf_087,cat03-pf-087,cat03-pf-087,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,Schreibe einen kurzen Satz. Scenario: One proof document is missing and will arrive later. Write one polite question using `nachreichen`. Checklist: mentions the missing proof; asks whether later submission is possible; self-mark only.,Schreibe einen kurzen Satz.,,Scenario: One proof document is missing and will arrive later. Write one polite question using `nachreichen`. Checklist: mentions the missing proof; asks whether later submission is possible; self-mark only.,self_check,Self-marked,Self-check: Did you ask whether you can submit the missing proof later?,Self-check: Did you ask whether you can submit the missing proof later?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_practice_family_cat03_pf_088,cat03-pf-088,cat03-pf-088,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You did not understand an official notice. Write one short, polite request for explanation. Useful phrases: `Ich habe den Bescheid nicht verstanden`, `Was soll ich jetzt tun?`. Checklist: stays factual; asks for help; self-mark only; human review before import.",Schreibe einen kurzen Satz.,,"Scenario: You did not understand an official notice. Write one short, polite request for explanation. Useful phrases: `Ich habe den Bescheid nicht verstanden`, `Was soll ich jetzt tun?`. Checklist: stays factual; asks for help; self-mark only; human review before import.",self_check,Self-marked,Self-check: Did you say what you did not understand and ask what to do next?,Self-check: Did you say what you did not understand and ask what to do next?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_practice_family_cat03_pf_089,cat03-pf-089,cat03-pf-089,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,Schreibe einen kurzen Satz. Scenario: You speak to a job adviser. Write one sentence saying you are looking for a part-time job. Useful phrase: `eine Stelle in Teilzeit suchen`. Checklist: says what you are looking for; includes `Teilzeit`; self-mark only.,Schreibe einen kurzen Satz.,,Scenario: You speak to a job adviser. Write one sentence saying you are looking for a part-time job. Useful phrase: `eine Stelle in Teilzeit suchen`. Checklist: says what you are looking for; includes `Teilzeit`; self-mark only.,self_check,Self-marked,Self-check: Did you say you are looking for a part-time position?,Self-check: Did you say you are looking for a part-time position?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_practice_family_cat03_pf_090,cat03-pf-090,cat03-pf-090,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You want to avoid going to the office. Ask whether you can submit the request online. Useful phrases: `Kann ich ...?`, `online stellen`. Checklist: asks about online submission; uses polite question form; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You want to avoid going to the office. Ask whether you can submit the request online. Useful phrases: `Kann ich ...?`, `online stellen`. Checklist: asks about online submission; uses polite question form; self-mark only.",self_check,Self-marked,Self-check: Did you ask whether online submission is possible?,Self-check: Did you ask whether online submission is possible?,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_redemittel_cat03_r_001,cat03-r-001,cat03-r-001,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,answer/correctAnswer,Nutze diese Redemittel-Situation: Berufsberatung,,I am looking for a job as a sales assistant.,,self_check,Ich suche eine Stelle als Verkäuferin.,Watch: missing eine; wrong article,,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_redemittel_cat03_r_014,cat03-r-014,cat03-r-014,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,answer/correctAnswer,Nutze diese Redemittel-Situation: Berufsberatung,,I would like to arrange an advice appointment.,,self_check,Ich möchte einen Beratungstermin vereinbaren.,Watch: wrong verb: machen,,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_redemittel_cat03_r_023,cat03-r-023,cat03-r-023,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,answer/correctAnswer,Nutze diese Redemittel-Situation: office appointment,,Which documents do I need to bring?,,self_check,Welche Unterlagen muss ich mitbringen?,Watch: word order; wrong verb,,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_redemittel_cat03_r_026,cat03-r-026,cat03-r-026,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,answer/correctAnswer,Nutze diese Redemittel-Situation: office,,Can I submit the proof later?,,self_check,Kann ich den Nachweis nachreichen?,Watch: verb choice,,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m03-job-search-offices.js,v080149_cat03_redemittel_cat03_r_027,cat03-r-027,cat03-r-027,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,answer/correctAnswer,Nutze diese Redemittel-Situation: office,,By when do I have to submit the documents?,,self_check,Bis wann muss ich die Unterlagen einreichen?,Watch: word order; wrong separable verb,,,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_097,cat04-pf-097,cat04-pf-097,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You are writing a short application email. Write one sentence applying for a position. Useful phrases: `Ich bewerbe mich um ...`, `die Stelle als ...`. Checklist: position named; `sich um ... bewerben`; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You are writing a short application email. Write one sentence applying for a position. Useful phrases: `Ich bewerbe mich um ...`, `die Stelle als ...`. Checklist: position named; `sich um ... bewerben`; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_098,cat04-pf-098,cat04-pf-098,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You attach your CV to an email. Write one sentence. Useful phrases: `Im Anhang finden Sie ...`, `meinen Lebenslauf`. Checklist: attachment mentioned; document named; formal style; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You attach your CV to an email. Write one sentence. Useful phrases: `Im Anhang finden Sie ...`, `meinen Lebenslauf`. Checklist: attachment mentioned; document named; formal style; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_099,cat04-pf-099,cat04-pf-099,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe eine kurze Antwort. Scenario: You received an interview invitation. Write a short reply thanking them and confirming the appointment. Useful phrases: `Vielen Dank für die Einladung ...`, `den Termin bestätige ich gern`. Checklist: thanks; confirms appointment; self-mark only.",Schreibe eine kurze Antwort.,,"Scenario: You received an interview invitation. Write a short reply thanking them and confirming the appointment. Useful phrases: `Vielen Dank für die Einladung ...`, `den Termin bestätige ich gern`. Checklist: thanks; confirms appointment; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_100,cat04-pf-100,cat04-pf-100,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You cannot attend the suggested interview time. Write one polite sentence asking for another appointment. Useful phrases: `Leider bin ich ... verhindert`, `Wäre ein anderer Termin möglich?`. Checklist: polite; asks for alternative; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You cannot attend the suggested interview time. Write one polite sentence asking for another appointment. Useful phrases: `Leider bin ich ... verhindert`, `Wäre ein anderer Termin möglich?`. Checklist: polite; asks for alternative; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_101,cat04-pf-101,cat04-pf-101,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You are asked about experience. Write one sentence about one work area. Useful phrases: `Ich habe Erfahrung im Bereich ...`, `Ich habe Berufserfahrung in ...`. Checklist: one area; clear phrase; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You are asked about experience. Write one sentence about one work area. Useful phrases: `Ich habe Erfahrung im Bereich ...`, `Ich habe Berufserfahrung in ...`. Checklist: one area; clear phrase; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_102,cat04-pf-102,cat04-pf-102,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,Schreibe einen kurzen Satz. Scenario: You describe your last job. Write one sentence saying what you were responsible for. Useful phrases: `Ich war für ... zuständig`. Checklist: responsibility named; uses `für`; self-mark only.,Schreibe einen kurzen Satz.,,Scenario: You describe your last job. Write one sentence saying what you were responsible for. Useful phrases: `Ich war für ... zuständig`. Checklist: responsibility named; uses `für`; self-mark only.,self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_103,cat04-pf-103,cat04-pf-103,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,Schreibe einen kurzen Satz. Scenario: You state your German level in an application or interview. Write one sentence. Useful phrase: `Meine Deutschkenntnisse sind auf B1-Niveau.` Checklist: German skills named; `auf B1-Niveau`; self-mark only.,Schreibe einen kurzen Satz.,,Scenario: You state your German level in an application or interview. Write one sentence. Useful phrase: `Meine Deutschkenntnisse sind auf B1-Niveau.` Checklist: German skills named; `auf B1-Niveau`; self-mark only.,self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
content/b1-m04-applications.js,v080149_cat04_practice_family_cat04_pf_104,cat04-pf-104,cat04-pf-104,PRODUCTION_PRACTICE,separate from normal auto-graded practice in future apply patch,production_isolated,normalAutoGradedPracticeEligible; v02ApplyGateStatus,self-marked/production indicators present,prompt; stimulus/learnerCue; answer/correctAnswer,"Schreibe einen kurzen Satz. Scenario: You did not understand an interview question. Write one polite request. Useful phrases: `Könnten Sie ...?`, `bitte wiederholen`. Checklist: polite question; asks for repetition; self-mark only.",Schreibe einen kurzen Satz.,,"Scenario: You did not understand an interview question. Write one polite request. Useful phrases: `Könnten Sie ...?`, `bitte wiederholen`. Checklist: polite question; asks for repetition; self-mark only.",self_check,Self-marked,"Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.","Self-marked only: check whether the response matches the scenario, uses the phrase bank naturally, and stays short.",,self-marked/production indicators present,,duplicate_v02_lineage_resolved,
