currentSourceFile,currentItemId,currentSourceRowId,v02RowId,matchStatus,oldManifestBucket,oldManifestAction,v02Decision,comparisonDecision,recoveryDecision,proposedBucket,proposedAction,currentTaskType,currentResponseSurface,targetFamily,hasV02ReplacementFields,replacementFieldList,currentPrompt,v02Prompt,currentStimulus,v02Stimulus,currentOptions,v02Options,currentAnswer,v02Answer,currentExplain,v02Explain,quarantineReason,productionReason,legacySeedReason,duplicateLineageStatus,riskFlag,notes
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_010,cat02-cs-010,cat02-cs-010,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_010,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `fill vs tick`?,Welche Form passt zu `fill vs tick`?,fill vs tick,fill vs tick,ausfüllen | ankreuzen | unterschreiben | abgeben,ausfüllen | ankreuzen | unterschreiben | abgeben,ausfüllen,ausfüllen,"Fill in a whole form/field. Check the nearby contrast, not just a related word.","Fill in a whole form/field. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_011,cat02-cs-011,cat02-cs-011,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_011,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `register vs participate`?,Welche Form passt zu `register vs participate`?,register vs participate,register vs participate,teilnehmen | sich anmelden | sich einloggen | mitbringen,teilnehmen | sich anmelden | sich einloggen | mitbringen,teilnehmen,teilnehmen,"Participate in the course/activity. Check the nearby contrast, not just a related word.","Participate in the course/activity. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_012,cat02-cs-012,cat02-cs-012,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_012,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `brauchen vs haben`?,Welche Form passt zu `brauchen vs haben`?,brauchen vs haben,brauchen vs haben,Ich brauche einen Stift. | Ich habe einen Stift. | Ich bin einen Stift. | Ich brauche ein Stift.,Ich brauche einen Stift. | Ich habe einen Stift. | Ich bin einen Stift. | Ich brauche ein Stift.,Ich brauche einen Stift.,Ich brauche einen Stift.,"Need states a requirement. Check the nearby contrast, not just a related word.","Need states a requirement. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_014,cat02-cs-014,cat02-cs-014,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_014,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `finished vs still need time`?,Welche Form passt zu `finished vs still need time`?,finished vs still need time,finished vs still need time,Ich bin fertig. | Ich brauche noch Zeit. | Ich bin neu. | Ich bin angemeldet.,Ich bin fertig. | Ich brauche noch Zeit. | Ich bin neu. | Ich bin angemeldet.,Ich bin fertig.,Ich bin fertig.,"Finished means task is done. Check the nearby contrast, not just a related word.","Finished means task is done. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_015,cat02-cs-015,cat02-cs-015,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_015,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `Deutschkenntnisse vs Deutschniveau`?,Welche Form passt zu `Deutschkenntnisse vs Deutschniveau`?,Deutschkenntnisse vs Deutschniveau,Deutschkenntnisse vs Deutschniveau,Deutschkenntnisse | Deutschniveau | Deutschunterricht | Vokabel,Deutschkenntnisse | Deutschniveau | Deutschunterricht | Vokabel,Deutschkenntnisse,Deutschkenntnisse,"Skills/knowledge of German. Check the nearby contrast, not just a related word.","Skills/knowledge of German. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_016,cat02-cs-016,cat02-cs-016,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_016,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `Unterlagen vs Formular vs Arbeitsblatt`?,Welche Form passt zu `Unterlagen vs Formular vs Arbeitsblatt`?,Unterlagen vs Formular vs Arbeitsblatt,Unterlagen vs Formular vs Arbeitsblatt,Unterlagen | Formular | Arbeitsblatt | Lehrbuch,Unterlagen | Formular | Arbeitsblatt | Lehrbuch,Unterlagen,Unterlagen,"Documents/materials as a set. Check the nearby contrast, not just a related word.","Documents/materials as a set. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_017,cat02-cs-017,cat02-cs-017,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_017,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `App vs Lernportal vs Datei`?,Welche Form passt zu `App vs Lernportal vs Datei`?,App vs Lernportal vs Datei,App vs Lernportal vs Datei,App | Lernportal | Datei | Passwort,App | Lernportal | Datei | Passwort,App,App,"An app is a program. Check the nearby contrast, not just a related word.","An app is a program. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_018,cat02-cs-018,cat02-cs-018,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_018,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `team/group/alone`?,Welche Form passt zu `team/group/alone`?,team/group/alone,team/group/alone,in der Gruppe | im Team | allein | am Empfang,in der Gruppe | im Team | allein | am Empfang,in der Gruppe,in der Gruppe,"Group work in a course. Check the nearby contrast, not just a related word.","Group work in a course. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_contrast_cat02_cs_020,cat02-cs-020,cat02-cs-020,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-contrast-cat02_cs_020,true,prompt; stimulus/learnerCue; microRule/explainText,Welche Form passt zu `help request polite/direct`?,Welche Form passt zu `help request polite/direct`?,help request polite/direct,help request polite/direct,Könnten Sie bitte langsamer sprechen? | Sprich langsamer. | Ich will langsam. | Langsam bitte du.,Könnten Sie bitte langsamer sprechen? | Sprich langsamer. | Ich will langsam. | Langsam bitte du.,Könnten Sie bitte langsamer sprechen?,Könnten Sie bitte langsamer sprechen?,"Polite Sie-request for course/work. Check the nearby contrast, not just a related word.","Polite Sie-request for course/work. Check the nearby contrast, not just a related word.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_013,cat02-pf-013,cat02-pf-013,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_013,true,prompt; stimulus/learnerCue; microRule/explainText,Sie stehen vor einem Raum. Welche Frage passt?,Sie stehen vor einem Raum. Welche Frage passt?,A Wo ist der richtige Raum? / B Ist das der richtige Raum? / C Wann ist der richtige Raum?,A Wo ist der richtige Raum? / B Ist das der richtige Raum? / C Wann ist der richtige Raum?,B | A Wo ist der richtige Raum? | B Ist das der richtige Raum? | C Wann ist der richtige Raum?,,B,B,"For checking this room, ask: `Ist das der richtige Raum?`","For checking this room, ask: `Ist das der richtige Raum?`",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_052,cat02-pf-052,cat02-pf-052,matched_replacement_layer,Core Safe,keep current row unchanged,revise_light,revise_light,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Reparatur,typed,CAT02-practice_family-cat02_pf_052,true,prompt; stimulus/learnerCue,Ich brauche ein Stift für den Kurs.,Korrigiere den Satz.,Korrigiere den Satz.,Ich brauche ein Stift für den Kurs.,,,Ich brauche einen Stift für den Kurs.,Ich brauche einen Stift für den Kurs.,`brauchen` takes an accusative object: `einen Stift`.,`brauchen` takes an accusative object: `einen Stift`.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_058,cat02-pf-058,cat02-pf-058,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Reparatur,typed,CAT02-practice_family-cat02_pf_058,true,prompt; stimulus/learnerCue,Ich suche das Kursraum.,Korrigiere den Satz.,Korrigiere den Satz.,Ich suche das Kursraum.,,,Ich suche den Kursraum.,Ich suche den Kursraum.,`suchen` takes accusative; `der Kursraum` becomes `den Kursraum`.,`suchen` takes accusative; `der Kursraum` becomes `den Kursraum`.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_059,cat02-pf-059,cat02-pf-059,matched_replacement_layer,Core Safe,keep current row unchanged,convert_task_shape,convert_task_shape,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Reparatur,typed,CAT02-practice_family-cat02_pf_059,true,prompt; stimulus/learnerCue,Die Pause ist bei zehn Uhr.,Korrigiere den Satz.,Korrigiere den Satz.,Die Pause ist bei zehn Uhr.,,,Die Pause ist um zehn Uhr.,Die Pause ist um zehn Uhr.,Exact clock time uses `um`: `um zehn Uhr`.,Exact clock time uses `um`: `um zehn Uhr`.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_061,cat02-pf-061,cat02-pf-061,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_061,true,prompt; stimulus/learnerCue; microRule/explainText,Die Lehrerin spricht zu schnell. Welche Bitte passt?,Die Lehrerin spricht zu schnell. Welche Bitte passt?,A Können Sie kurz helfen? / B Könnten Sie bitte langsamer sprechen? / C Können Sie das bitte buchstabieren?,A Können Sie kurz helfen? / B Könnten Sie bitte langsamer sprechen? / C Können Sie das bitte buchstabieren?,B | A Können Sie kurz helfen? | B Könnten Sie bitte langsamer sprechen? | C Können Sie das bitte buchstabieren?,,B,B,"For slower speech, use `Könnten Sie bitte langsamer sprechen?`","For slower speech, use `Könnten Sie bitte langsamer sprechen?`",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_062,cat02-pf-062,cat02-pf-062,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_062,true,prompt; stimulus/learnerCue; microRule/explainText,Das Arbeitsblatt ist fertig. Welche Aktion passt?,Das Arbeitsblatt ist fertig. Welche Aktion passt?,A ausfüllen / B mitbringen / C abgeben,A ausfüllen / B mitbringen / C abgeben,C | A ausfüllen | B mitbringen | C abgeben,,C,C,`abgeben` means hand in something that is finished.,`abgeben` means hand in something that is finished.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_063,cat02-pf-063,cat02-pf-063,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_063,true,prompt; stimulus/learnerCue; microRule/explainText,Sie haben es akustisch nicht verstanden. Welche Bitte passt?,Sie haben es akustisch nicht verstanden. Welche Bitte passt?,A Können Sie das bitte erklären? / B Können Sie das bitte wiederholen? / C Können Sie das bitte zeigen?,A Können Sie das bitte erklären? / B Können Sie das bitte wiederholen? / C Können Sie das bitte zeigen?,B | A Können Sie das bitte erklären? | B Können Sie das bitte wiederholen? | C Können Sie das bitte zeigen?,,B,B,"If you did not hear it clearly, ask someone to `wiederholen` it.","If you did not hear it clearly, ask someone to `wiederholen` it.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_064,cat02-pf-064,cat02-pf-064,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_064,true,prompt; stimulus/learnerCue; microRule/explainText,Sie brauchen die Buchstaben eines Namens. Welche Bitte passt?,Sie brauchen die Buchstaben eines Namens. Welche Bitte passt?,A Können Sie das bitte erklären? / B Können Sie das bitte wiederholen? / C Können Sie das bitte buchstabieren?,A Können Sie das bitte erklären? / B Können Sie das bitte wiederholen? / C Können Sie das bitte buchstabieren?,C | A Können Sie das bitte erklären? | B Können Sie das bitte wiederholen? | C Können Sie das bitte buchstabieren?,,C,C,"For letters, use `buchstabieren`.","For letters, use `buchstabieren`.",,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_065,cat02-pf-065,cat02-pf-065,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_065,true,prompt; stimulus/learnerCue; microRule/explainText,Sie machen bei einer Kursaktivität mit. Welche Form passt?,Sie machen bei einer Kursaktivität mit. Welche Form passt?,A Ich nehme an der Übung teil. / B Ich melde die Übung an. / C Ich fülle die Übung aus.,A Ich nehme an der Übung teil. / B Ich melde die Übung an. / C Ich fülle die Übung aus.,A | A Ich nehme an der Übung teil. | B Ich melde die Übung an. | C Ich fülle die Übung aus.,,A,A,Participation uses `an ... teilnehmen`.,Participation uses `an ... teilnehmen`.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_066,cat02-pf-066,cat02-pf-066,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_066,true,prompt; stimulus/learnerCue; microRule/explainText,Sie öffnen ein Lernprogramm auf dem Handy. Welches Wort passt?,Sie öffnen ein Lernprogramm auf dem Handy. Welches Wort passt?,A die Datei / B die App / C der Zugang,A die Datei / B die App / C der Zugang,A die Datei | B die App | C der Zugang,,B,B,A phone learning program is an `App`; a `Datei` is a file.,A phone learning program is an `App`; a `Datei` is a file.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
content/b1-m01-variant-families.js,v080149_cat02_practice_family_cat02_pf_067,cat02-pf-067,cat02-pf-067,matched_replacement_layer,Core Safe,keep current row unchanged,rewrite_heavy,rewrite_heavy,direct_recover_from_v02,CORE_SAFE_V02_REPLACEMENT,future apply patch may replace schema-compatible learner-facing fields from v0.2/recovery while preserving current item ID,Auswahl,selected_choice_value,CAT02-practice_family-cat02_pf_067,true,prompt; stimulus/learnerCue; microRule/explainText,Sie warten an der vorderen Stelle im Gebäude. Welche Form passt?,Sie warten an der vorderen Stelle im Gebäude. Welche Form passt?,A am Empfang / B im Kursraum / C am Ausgang,A am Empfang / B im Kursraum / C am Ausgang,A | A am Empfang | B im Kursraum | C am Ausgang,,A,A,`am Empfang` means at reception.,`am Empfang` means at reception.,,,,duplicate_v02_lineage_resolved,duplicate_v02_lineage_resolved,
