currentSourceFile,currentItemId,currentSourceRowId,v02RowId,matchStatus,oldManifestBucket,oldManifestAction,v02Decision,comparisonDecision,recoveryDecision,proposedBucket,proposedAction,currentTaskType,currentResponseSurface,targetFamily,hasV02ReplacementFields,replacementFieldList,currentPrompt,v02Prompt,currentStimulus,v02Stimulus,currentOptions,v02Options,currentAnswer,v02Answer,currentExplain,v02Explain,quarantineReason,productionReason,legacySeedReason,duplicateLineageStatus,riskFlag,notes
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_073,cat02-w-073,cat02-w-073,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_073,false,,Welches Wort passt? note down,,Action verbs,,notieren | aufschreiben | merken | der Kurs,,notieren,,object/reflexive variants,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_074,cat02-w-074,cat02-w-074,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_074,false,,Welches Wort passt? tick/check a box,,Action verbs,,ankreuzen | markieren | ausfüllen | der Kurs,,ankreuzen,,separable verb; CAT12 overlap,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_075,cat02-w-075,cat02-w-075,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_075,false,,Welches Wort passt? fill in/out,,Action verbs,,ausfüllen | ankreuzen | unterschreiben | der Kurs,,ausfüllen,,CAT12 overlap; separable verb,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_076,cat02-w-076,cat02-w-076,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_076,false,,Welches Wort passt? hand in,,Action verbs,,abgeben | mitbringen | ausfüllen | der Kurs,,abgeben,,bring vs hand in confusion,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_077,cat02-w-077,cat02-w-077,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_077,false,,Welches Wort passt? bring along,,Action verbs,,mitbringen | abgeben | brauchen | der Kurs,,mitbringen,,bring vs hand in confusion,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_078,cat02-w-078,cat02-w-078,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_078,false,,Welches Wort passt? show,,Action verbs,,zeigen | erklären | finden | der Kurs,,zeigen,,show vs explain,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_079,cat02-w-079,cat02-w-079,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_079,false,,Welches Wort passt? ask,,Action verbs,,fragen | nachfragen | bitten | der Kurs,,fragen,,object/preposition patterns,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m01-variant-families.js,v080149_cat02_wortschatz_cat02_w_080,cat02-w-080,cat02-w-080,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT02-wortschatz-cat02_w_080,false,,Welches Wort passt? ask/check again,,Action verbs,,nachfragen | fragen | wiederholen | der Kurs,,nachfragen,,overusing as generic ask,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_018,cat01-pf-018,cat01-pf-018,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_018,false,,Ich habe leider verhindert.,,Korrigiere den Satz.,,,,Ich bin leider verhindert.,,State phrase: use `sein` with `verhindert`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_028,cat01-pf-028,cat01-pf-028,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_028,false,,Ich bin heute bis 16 Uhr erreichen.,,Korrigiere den Satz.,,,,Ich bin heute bis 16 Uhr erreichbar.,,"Use the adjective `erreichbar`, not the verb `erreichen`.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_031,cat01-pf-031,cat01-pf-031,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_031,false,,Kann ich eine Nachricht lassen?,,Korrigiere den Satz.,,,,Kann ich eine Nachricht hinterlassen?,,"Use `eine Nachricht hinterlassen`, not `lassen`.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_033,cat01-pf-033,cat01-pf-033,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_033,false,,Leider habe ich Ihren Anruf verpassen.,,Korrigiere den Satz.,,,,Leider habe ich Ihren Anruf verpasst.,,Perfekt: `habe ... verpasst`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_045,cat01-pf-045,cat01-pf-045,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_045,false,,Der Termin ist morgen statt.,,Korrigiere den Satz.,,,,Der Termin findet morgen statt.,,"Use `stattfinden`, not `sein`, for “take place”.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_068,cat01-pf-068,cat01-pf-068,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_068,false,,Ich habe morgen ein Arzttermin.,,Korrigiere den Satz.,,,,Ich habe morgen einen Arzttermin.,,`haben` takes an accusative object: `einen Arzttermin`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_069,cat01-pf-069,cat01-pf-069,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_069,false,,Ich möchten einen Termin vereinbaren.,,Korrigiere den Satz.,,,,Ich möchte einen Termin vereinbaren.,,"`ich` takes `möchte`, not `möchten`.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_070,cat01-pf-070,cat01-pf-070,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_070,false,,Ich bin heute bis 16 Uhr erreichbar ab.,,Korrigiere den Satz.,,,,Ich bin heute bis 16 Uhr erreichbar.,,`bis 16 Uhr` already gives the endpoint.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_071,cat01-pf-071,cat01-pf-071,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_071,false,,Können wir den Termin auf am Freitag verschieben?,,Korrigiere den Satz.,,,,Können wir den Termin auf Freitag verschieben?,,"Use `auf Freitag`, not `auf am Freitag`, after `verschieben`.",,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_practice_family_cat01_pf_072,cat01-pf-072,cat01-pf-072,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Reparatur,typed,CAT01-practice_family-cat01_pf_072,false,,Ich weiterleite Ihre Nachricht.,,Korrigiere den Satz.,,,,Ich leite Ihre Nachricht weiter.,,Separable verb: `weiterleiten` -> `ich leite ... weiter`.,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_001,cat01-r-001,cat01-r-001,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_001,false,,Welche Form passt? office/doctor/course,,Make appointment,,Ich möchte gern einen Termin vereinbaren. | Ich würde gern einen Termin ausmachen. | Ich will einen Termin bekommen. | Haben Sie diese Woche noch einen Termin frei?,,Ich möchte gern einen Termin vereinbaren.,,Watch: missing article; verb omitted,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_002,cat01-r-002,cat01-r-002,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_002,false,,Welche Form passt? spoken,,Make appointment,,Ich würde gern einen Termin ausmachen. | vereinbaren | Ich mache Termin. | Ich möchte gern einen Termin vereinbaren.,,Ich würde gern einen Termin ausmachen.,,Watch: missing article; register mismatch,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_003,cat01-r-003,cat01-r-003,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_003,false,,Welche Form passt? phone,,Ask availability,,Haben Sie diese Woche noch einen Termin frei? | Wäre ... etwas frei? | Gibt es diese Woche Termin? | Ich möchte gern einen Termin vereinbaren.,,Haben Sie diese Woche noch einen Termin frei?,,Watch: missing article; wrong word order,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_004,cat01-r-004,cat01-r-004,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_004,false,,Welche Form passt? phone,,Ask availability,,Wäre am Dienstagvormittag etwas frei? | Haben Sie am ... etwas frei? | Ist Dienstag frei etwas? | Ich möchte gern einen Termin vereinbaren.,,Wäre am Dienstagvormittag etwas frei?,,Watch: word order errors,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_005,cat01-r-005,cat01-r-005,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_005,false,,Welche Form passt? phone/email,,Offer availability,,Ich hätte am Montag ab 14 Uhr Zeit. | Mir würde ... passen. | Ich wäre Zeit. | Ich möchte gern einen Termin vereinbaren.,,Ich hätte am Montag ab 14 Uhr Zeit.,,Watch: wrong haben/sein,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_006,cat01-r-006,cat01-r-006,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_006,false,,Welche Form passt? phone/email,,Offer availability,,Mir würde Mittwoch gut passen. | Der Termin passt mir. | Ich passe Mittwoch. | Ich möchte gern einen Termin vereinbaren.,,Mir würde Mittwoch gut passen.,,Watch: wrong subject/person,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_007,cat01-r-007,cat01-r-007,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_007,false,,Welche Form passt? phone/email,,Check suitability,,Passt Ihnen der Termin am Freitag? | Passt Ihnen Freitag? | Geht der Termin Ihnen? | Ich möchte gern einen Termin vereinbaren.,,Passt Ihnen der Termin am Freitag?,,Watch: wrong verb/preposition,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_008,cat01-r-008,cat01-r-008,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_008,false,,Welche Form passt? email/phone,,Confirm appointment,,Der Termin passt mir. | Ich bestätige den Termin. | Der Termin ist mir. | Ich möchte gern einen Termin vereinbaren.,,Der Termin passt mir.,,Watch: missing verb choice,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_009,cat01-r-009,cat01-r-009,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_009,false,,Welche Form passt? email/phone,,Decline time,,Der Termin passt mir leider nicht. | Ich bin leider verhindert. | Der Termin geht mir nicht. | Ich möchte gern einen Termin vereinbaren.,,Der Termin passt mir leider nicht.,,Watch: wrong verb,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_010,cat01-r-010,cat01-r-010,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_010,false,,Welche Form passt? phone/email,,Reschedule,,Können wir den Termin bitte verschieben? | Wäre es möglich ... | Können wir den Termin bewegen? | Ich möchte gern einen Termin vereinbaren.,,Können wir den Termin bitte verschieben?,,Watch: literal move error,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_011,cat01-r-011,cat01-r-011,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_011,false,,Welche Form passt? formal email,,Reschedule,,"Wäre es möglich, den Termin auf Donnerstag zu verschieben? | Können wir ... | auf am Donnerstag | Ich möchte gern einen Termin vereinbaren.",,"Wäre es möglich, den Termin auf Donnerstag zu verschieben?",,Watch: wrong auf phrase,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_012,cat01-r-012,cat01-r-012,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_012,false,,Welche Form passt? phone/email,,Cancel,,Ich muss den Termin leider absagen. | Ich kann heute leider nicht kommen. | Ich muss Termin kündigen. | Ich möchte gern einen Termin vereinbaren.,,Ich muss den Termin leider absagen.,,Watch: wrong verb/article,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_013,cat01-r-013,cat01-r-013,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_013,false,,Welche Form passt? phone/email,,Cannot attend,,Ich kann heute leider nicht kommen. | Ich bin leider verhindert. | Ich kann heute nicht gehen. | Ich möchte gern einen Termin vereinbaren.,,Ich kann heute leider nicht kommen.,,Watch: gehen/kommen mismatch,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_014,cat01-r-014,cat01-r-014,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_014,false,,Welche Form passt? phone/email,,Unavailable,,Ich bin leider verhindert. | Ich kann leider nicht kommen. | Ich habe verhindert. | Ich möchte gern einen Termin vereinbaren.,,Ich bin leider verhindert.,,Watch: wrong auxiliary,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_015,cat01-r-015,cat01-r-015,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_015,false,,Welche Form passt? phone,,Running late,,Ich komme etwa zehn Minuten später. | Ich verspäte mich um ... | Ich bin zehn Minuten später kommen. | Ich möchte gern einen Termin vereinbaren.,,Ich komme etwa zehn Minuten später.,,Watch: wrong tense/order,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_016,cat01-r-016,cat01-r-016,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_016,false,,Welche Form passt? phone/email,,Written confirmation,,Ich bitte um eine kurze Bestätigung. | Könnten Sie ... schriftlich bestätigen? | Ich mache Bestätigung. | Ich möchte gern einen Termin vereinbaren.,,Ich bitte um eine kurze Bestätigung.,,Watch: wrong noun verb,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_017,cat01-r-017,cat01-r-017,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_017,false,,Welche Form passt? phone/email,,Written confirmation,,Könnten Sie mir den Termin bitte schriftlich bestätigen? | Ich bitte um ... | Können Sie den Termin schreiben? | Ich möchte gern einen Termin vereinbaren.,,Könnten Sie mir den Termin bitte schriftlich bestätigen?,,Watch: translationese,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_018,cat01-r-018,cat01-r-018,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_018,false,,Welche Form passt? phone/email,,Ask documents,,Welche Unterlagen soll ich mitbringen? | Soll ich meinen Ausweis mitbringen? | Welche Unterlagen soll ich bringen? | Ich möchte gern einen Termin vereinbaren.,,Welche Unterlagen soll ich mitbringen?,,Watch: less natural verb,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
content/b1-m02-appointments-callbacks.js,v080149_cat01_redemittel_cat01_r_019,cat01-r-019,cat01-r-019,matched_lineage_or_unresolved,Core Safe,keep current row unchanged,,,,EXCEPTION_REVIEW,manual review: imported row has sourceRowId but no comparison/recovery match,Auswahl,selected_choice_value,CAT01-redemittel-cat01_r_019,false,,Welche Form passt? phone/email,,Ask documents,,Soll ich meinen Ausweis mitbringen? | Welche Unterlagen ... | Soll ich meinen Ausweis bringen? | Ich möchte gern einen Termin vereinbaren.,,Soll ich meinen Ausweis mitbringen?,,Watch: less natural verb,,,,,duplicate_v02_same_decision,imported_source_without_replacement_layer_match,
