queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-00038,v080149_cat02_practice_family_cat02_pf_034,cat02-pf-034,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00040,v080149_cat02_practice_family_cat02_pf_036,cat02-pf-036,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00044,v080149_cat02_practice_family_cat02_pf_040,cat02-pf-040,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00045,v080149_cat02_practice_family_cat02_pf_041,cat02-pf-041,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00046,v080149_cat02_practice_family_cat02_pf_042,cat02-pf-042,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00047,v080149_cat02_practice_family_cat02_pf_043,cat02-pf-043,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00048,v080149_cat02_practice_family_cat02_pf_044,cat02-pf-044,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00049,v080149_cat02_practice_family_cat02_pf_045,cat02-pf-045,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00051,v080149_cat02_practice_family_cat02_pf_047,cat02-pf-047,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00053,v080149_cat02_practice_family_cat02_pf_049,cat02-pf-049,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00054,v080149_cat02_practice_family_cat02_pf_050,cat02-pf-050,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00061,v080149_cat01_practice_family_cat01_pf_007,cat01-pf-007,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00062,v080149_cat01_practice_family_cat01_pf_008,cat01-pf-008,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00063,v080149_cat01_practice_family_cat01_pf_016,cat01-pf-016,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00064,v080149_cat01_practice_family_cat01_pf_017,cat01-pf-017,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00065,v080149_cat01_practice_family_cat01_pf_022,cat01-pf-022,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00066,v080149_cat01_practice_family_cat01_pf_023,cat01-pf-023,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00067,v080149_cat01_practice_family_cat01_pf_024,cat01-pf-024,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00068,v080149_cat01_practice_family_cat01_pf_026,cat01-pf-026,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00069,v080149_cat01_practice_family_cat01_pf_027,cat01-pf-027,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00070,v080149_cat01_practice_family_cat01_pf_029,cat01-pf-029,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00071,v080149_cat01_practice_family_cat01_pf_030,cat01-pf-030,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00072,v080149_cat01_practice_family_cat01_pf_032,cat01-pf-032,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00073,v080149_cat01_practice_family_cat01_pf_034,cat01-pf-034,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00074,v080149_cat01_practice_family_cat01_pf_035,cat01-pf-035,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00075,v080149_cat01_practice_family_cat01_pf_036,cat01-pf-036,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00076,v080149_cat01_practice_family_cat01_pf_037,cat01-pf-037,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00077,v080149_cat01_practice_family_cat01_pf_038,cat01-pf-038,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00078,v080149_cat01_practice_family_cat01_pf_039,cat01-pf-039,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00081,v080149_cat01_practice_family_cat01_pf_047,cat01-pf-047,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00082,v080149_cat01_practice_family_cat01_pf_048,cat01-pf-048,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00083,v080149_cat01_practice_family_cat01_pf_050,cat01-pf-050,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00084,v080149_cat01_practice_family_cat01_pf_056,cat01-pf-056,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
rq-00085,v080149_cat01_practice_family_cat01_pf_057,cat01-pf-057,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,cloze_needs_review;normal_practice_excluded_by_display_schema,cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,QUARANTINED_NO_ACTION_NOW,"Current row is quarantined, review-only, inactive, or normal-practice ineligible.",No learner-facing change now.,low
