queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-01534,v080149_cat07_redemittel_cat07_r_006,cat07-r-006,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01535,v080149_cat07_redemittel_cat07_r_007,cat07-r-007,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01536,v080149_cat07_redemittel_cat07_r_009,cat07-r-009,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01537,v080149_cat07_redemittel_cat07_r_013,cat07-r-013,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01538,v080149_cat07_redemittel_cat07_r_015,cat07-r-015,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01539,v080149_cat07_redemittel_cat07_r_016,cat07-r-016,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01540,v080149_cat07_redemittel_cat07_r_017,cat07-r-017,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01541,v080149_cat07_redemittel_cat07_r_027,cat07-r-027,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01542,v080149_cat07_redemittel_cat07_r_030,cat07-r-030,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01543,v080149_cat07_redemittel_cat07_r_031,cat07-r-031,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01544,v080149_cat07_redemittel_cat07_r_033,cat07-r-033,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01545,v080149_cat07_redemittel_cat07_r_034,cat07-r-034,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01546,v080149_cat07_redemittel_cat07_r_035,cat07-r-035,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01547,v080149_cat07_redemittel_cat07_r_040,cat07-r-040,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01548,v080149_cat07_redemittel_cat07_r_041,cat07-r-041,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01549,v080149_cat07_redemittel_cat07_r_042,cat07-r-042,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01550,v080149_cat07_redemittel_cat07_r_043,cat07-r-043,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01551,v080149_cat07_redemittel_cat07_r_056,cat07-r-056,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01552,v080149_cat07_redemittel_cat07_r_058,cat07-r-058,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01553,v080149_cat07_redemittel_cat07_r_059,cat07-r-059,b1_m07,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m07,b1-07,b1_m07,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01731,v080149_cat09_practice_family_cat09_pf_055,cat09-pf-055,b1_m09,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,financial_legal_review,found,b1_m09,b1-09,b1_m09,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01877,v080149_cat10_practice_family_cat10_pf_106,cat10-pf-106,b1_m10,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,privacy_security_review,found,b1_m10,b1-10,b1_m10,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01878,v080149_cat10_practice_family_cat10_pf_108,cat10-pf-108,b1_m10,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,privacy_security_review,found,b1_m10,b1-10,b1_m10,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01982,v080149_cat11_practice_family_cat11_pf_043,cat11-pf-043,b1_m11,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m11,b1-11,b1_m11,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01983,v080149_cat11_practice_family_cat11_pf_044,cat11-pf-044,b1_m11,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m11,b1-11,b1_m11,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01984,v080149_cat11_practice_family_cat11_pf_045,cat11-pf-045,b1_m11,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m11,b1-11,b1_m11,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-01985,v080149_cat11_practice_family_cat11_pf_046,cat11-pf-046,b1_m11,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear,found,b1_m11,b1-11,b1_m11,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02176,v080149_cat12_practice_family_cat12_pf_047,cat12-pf-047,b1_m12,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m12,b1-12,b1_m12,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02177,v080149_cat12_practice_family_cat12_pf_048,cat12-pf-048,b1_m12,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review,found,b1_m12,b1-12,b1_m12,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02454,v080149_cat13_practice_family_cat13_pf_092,cat13-pf-092,b1_m13,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,evidence_overclaim,found,b1_m13,b1-13,b1_m13,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02591,v080149_cat14_practice_family_cat14_pf_126,cat14-pf-126,b1_m14,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,cloze_multiple_valid_answers,found,b1_m14,b1-14,b1_m14,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02592,v080149_cat14_practice_family_cat14_pf_127,cat14-pf-127,b1_m14,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,cloze_multiple_valid_answers,found,b1_m14,b1-14,b1_m14,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02946,v080149_cat15_practice_family_cat15_pf_117,cat15-pf-117,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02947,v080149_cat15_practice_family_cat15_pf_118,cat15-pf-118,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,privacy_security_review | repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02948,v080149_cat15_practice_family_cat15_pf_119,cat15-pf-119,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02949,v080149_cat15_practice_family_cat15_pf_120,cat15-pf-120,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02950,v080149_cat15_practice_family_cat15_pf_121,cat15-pf-121,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02951,v080149_cat15_practice_family_cat15_pf_122,cat15-pf-122,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,medical_legal_admin_review | repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02952,v080149_cat15_practice_family_cat15_pf_123,cat15-pf-123,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear | repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02953,v080149_cat15_practice_family_cat15_pf_124,cat15-pf-124,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,register_unclear | repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02954,v080149_cat15_practice_family_cat15_pf_125,cat15-pf-125,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
rq-02955,v080149_cat15_practice_family_cat15_pf_126,cat15-pf-126,b1_m15,docs/qa/v0.85.4_completion_gate_review_queue_status.csv,v0.85.4,review_queue_item,repair_hidden_case_target,found,b1_m15,b1-15,b1_m15,production_card,mark_practised,,,false,true,,production_isolated_v0_85_6a_2,,,explicit,high,PRODUCTION_WAIT_FOR_PRODUCTION_PASS,Current row is production/self-marked or the issue is production-only.,Revisit during Production Completion Pass.,medium
