issueType,bankKey,itemId,status,routeKey,surface,missingFields,repeatedFields,reason
metadata_manifest_candidate,core,b1_vocab_termin_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_vocab_bestellung_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_vocab_beschwerde_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_vocab_krankmeldung_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_vocab_versicherung_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_mail_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_rueckruf_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_termin_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_bewerbung_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_bitte_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_problem_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_schluss_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,core,b1_redemittel_antwort_0000001,active,core,cloze,contentBankKey|routeKey|moduleKey|sourceRowAuditKey|reviewStatus|rendererImportStatus,,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_001,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_002,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_003,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_004,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_005,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_006,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_007,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_008,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_009,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_010,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_011,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_012,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_013,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_014,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_015,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_016,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_017,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_018,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_019,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_020,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_021,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_022,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_023,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_024,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_025,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_026,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_027,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_028,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_029,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_030,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_031,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_032,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_033,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_034,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_035,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_036,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_037,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_038,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_039,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_040,active,connectors,contrast,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_041,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_042,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_043,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_044,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_045,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_046,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_047,review,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_048,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_049,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_050,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_051,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_052,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_053,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_054,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_055,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_056,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_057,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_058,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_059,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_060,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_061,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_062,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_063,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_064,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_065,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_066,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_067,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_068,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_069,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_070,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_071,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_072,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_073,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_074,review,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_075,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_076,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_077,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_078,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_079,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_080,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_081,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_082,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_083,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_084,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_085,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_086,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_087,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_088,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_089,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_090,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_091,review,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_092,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_093,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_094,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_095,active,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_096,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_097,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_098,review,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_099,review,connectors,cloze,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_100,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_101,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_102,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_103,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_104,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_105,active,connectors,satzbau,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_106,active,connectors,correction,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_107,active,connectors,correction,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey|supportPolicy,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_108,active,connectors,correction,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_109,active,connectors,correction,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
metadata_manifest_candidate,connectors,b1_connector_110,active,connectors,correction,routeKey|sourceRowAuditKey|rendererImportStatus,contentBankKey,Item has fields suitable for manifest/default migration or is missing manifest-ready fields.
