exceptionType,currentSourceFile,currentItemId,v02RowId,v02RowNumber,v02Decision,proposedBucket,reason,currentTaskType,currentResponseSurface,sourceFile
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_indirect_dative_002,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_indirect_dative_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_indirect_dative_004,,,,Exception,Current content item has no sourceRowId lineage field.,Kontrast,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_family_contrast_001,,,,Exception,Current content item has no sourceRowId lineage field.,Auswahl,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_family_contrast_002,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_family_contrast_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_family_contrast_004,,,,Exception,Current content item has no sourceRowId lineage field.,Kontrast,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_pronoun_case_001,,,,Exception,Current content item has no sourceRowId lineage field.,Auswahl,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_pronoun_case_002,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_pronoun_case_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_pronoun_case_004,,,,Exception,Current content item has no sourceRowId lineage field.,Kontrast,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_plural_dative_001,,,,Exception,Current content item has no sourceRowId lineage field.,Auswahl,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_plural_dative_002,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_plural_dative_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_plural_dative_004,,,,Exception,Current content item has no sourceRowId lineage field.,Kontrast,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_article_required_001,,,,Exception,Current content item has no sourceRowId lineage field.,Auswahl,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_article_required_002,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_article_required_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,typed,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_article_required_004,,,,Exception,Current content item has no sourceRowId lineage field.,Kontrast,selected_choice_value,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_v0841_variable_001,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_v0841_variable_002,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_v0841_variable_003,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_v085_transform_acc_masc_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
unmatched_current,content/b1-cases-articles.js,b1_cases_articles_v085_transform_dat_neuter_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
unmatched_current,content/b1-connectors.js,b1_connector_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_002,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_003,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_005,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_006,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_007,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_008,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_009,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_010,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_011,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_012,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_013,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_014,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_015,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_016,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_017,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_018,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_019,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_020,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_021,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_022,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_023,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_024,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_025,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_026,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_027,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_028,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_029,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_030,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_031,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_032,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_033,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_034,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_035,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_036,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_037,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_038,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_039,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_040,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_041,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_042,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_043,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_044,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_045,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_046,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_047,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_048,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_049,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_050,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_051,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_052,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_053,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_054,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_055,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_056,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_057,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_058,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_059,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_060,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_061,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_062,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_063,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_064,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_065,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_066,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_067,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_068,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_069,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_070,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_071,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_072,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_073,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_074,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_075,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_076,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_077,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_078,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_079,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_080,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_081,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_082,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_083,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_084,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_085,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_086,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_087,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_088,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_089,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_090,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_091,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_092,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_093,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_094,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_095,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_096,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_097,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_098,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_099,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_100,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_101,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_102,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_103,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_104,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_105,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_106,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_107,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_108,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_109,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_110,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_111,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_112,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,auto_core,
unmatched_current,content/b1-connectors.js,b1_connector_113,,,,Exception,Current content item has no sourceRowId lineage field.,Luecke,typed_short,
unmatched_current,content/b1-connectors.js,b1_connector_114,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_115,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_116,,,,Exception,Current content item has no sourceRowId lineage field.,production_card,,
unmatched_current,content/b1-connectors.js,b1_connector_117,,,,Exception,Current content item has no sourceRowId lineage field.,production_card,,
unmatched_current,content/b1-connectors.js,b1_connector_118,,,,Exception,Current content item has no sourceRowId lineage field.,production_card,,
unmatched_current,content/b1-connectors.js,b1_connector_119,,,,Exception,Current content item has no sourceRowId lineage field.,production_card,,
unmatched_current,content/b1-connectors.js,b1_connector_120,,,,Exception,Current content item has no sourceRowId lineage field.,production_card,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_reason_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_reason_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_reason_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_reason_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_contrast_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_contrast_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_contrast_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_contrast_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_purpose_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_purpose_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_purpose_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_purpose_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_time_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_time_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_time_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_time_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_sequence_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_sequence_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_sequence_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_sequence_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_condition_001,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_condition_002,,,,Exception,Current content item has no sourceRowId lineage field.,word_order_cloze,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_condition_003,,,,Exception,Current content item has no sourceRowId lineage field.,error_repair,,
unmatched_current,content/b1-connectors.js,b1_connector_v084_condition_004,,,,Exception,Current content item has no sourceRowId lineage field.,connector_choice,,
unmatched_current,content/b1-connectors.js,b1_connector_v085_variable_weil_001,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-connectors.js,b1_connector_v085_variable_deshalb_001,,,,Exception,Current content item has no sourceRowId lineage field.,Reparatur,edit_text,
unmatched_current,content/b1-connectors.js,b1_connector_v085_transform_weil_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
unmatched_current,content/b1-connectors.js,b1_connector_v085_transform_obwohl_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
unmatched_current,content/b1-connectors.js,b1_connector_v085_transform_umzu_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
unmatched_current,content/b1-connectors.js,b1_connector_v085_transform_damit_001,,,,Exception,Current content item has no sourceRowId lineage field.,Umformen,typed_text,
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_001,cat02-coll-001,31475,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_002,cat02-coll-002,31476,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_003,cat02-coll-003,31477,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_004,cat02-coll-004,31478,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_005,cat02-coll-005,31479,human_review | collocation_bank,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
current_exception,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_005,cat02-coll-005,31479,human_review | collocation_bank,Exception,manual review: unrecognised v0.2 decision vocabulary,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_006,cat02-coll-006,31480,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_007,cat02-coll-007,31481,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_008,cat02-coll-008,31482,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
duplicate_mapping_same_decision,content/b1-m01-variant-families.js,v080149_cat02_collocation_cat02_coll_009,cat02-coll-009,31483,keep_as_is_or_usable,Exception,Current item maps to multiple v0.2 rows with same interpreted decision; selected row is deterministic but should be reviewed before apply.,Auswahl,selected_choice_value,OZMOSIS_B1_CAT02_COLLOCATION_BANK_v0_1.csv
