issueType,bankKey,itemId,status,routeKey,surface,reviewStatus,reviewFlagReason,humanReviewReason,issueCodes,reason
review_queue_item,b1_m03,v080149_cat03_contrast_cat03_cs_011,active,b1_m03,contrast,review_flagged_imported,office service variation,office service variation,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_contrast_cat03_cs_013,active,b1_m03,contrast,review_flagged_imported,official notice nuance,official notice nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_contrast_cat03_cs_018,active,b1_m03,contrast,review_flagged_imported,document function nuance,document function nuance,prompt_vague,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_008,active,b1_m03,cloze,review_flagged_imported,legal/admin distinction,legal/admin distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_015,active,b1_m03,cloze,review_flagged_imported,official notice nuance,official notice nuance,prompt_vague,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_021,active,b1_m03,cloze,review_flagged_imported,work-permit legal nuance,work-permit legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_022,active,b1_m03,cloze,review_flagged_imported,immigration/legal nuance,immigration/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_035,active,b1_m03,cloze,review_flagged_imported,role/register nuance,role/register nuance,prompt_vague,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_036,active,b1_m03,choice,review_flagged_imported,institutional distinction,institutional distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_039,active,b1_m03,choice,review_flagged_imported,work-permit legal nuance,work-permit legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_043,active,b1_m03,choice,review_flagged_imported,legal/admin distinction,legal/admin distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_045,active,b1_m03,choice,review_flagged_imported,immigration/legal nuance,immigration/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_047,active,b1_m03,choice,review_flagged_imported,official notice nuance,official notice nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_060,active,b1_m03,correction,review_flagged_imported,institutional distinction,institutional distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_065,active,b1_m03,correction,review_flagged_imported,legal/admin distinction,legal/admin distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_066,active,b1_m03,correction,review_flagged_imported,work-permit legal nuance,work-permit legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_067,active,b1_m03,correction,review_flagged_imported,immigration/legal nuance,immigration/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_069,active,b1_m03,correction,review_flagged_imported,official notice nuance,official notice nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_075,active,b1_m03,correction,review_flagged_imported,institutional/legal nuance,institutional/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_084,active,b1_m03,satzbau,review_flagged_imported,official notice nuance,official notice nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_practice_family_cat03_pf_088,active,b1_m03,production,review_flagged_imported,official notice/legal nuance,official notice/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_017,active,b1_m03,production,review_flagged_imported,legal/admin nuance,legal/admin nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_018,active,b1_m03,production,review_flagged_imported,legal/admin nuance,legal/admin nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_038,active,b1_m03,production,review_flagged_imported,work-permit legal nuance,work-permit legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_039,active,b1_m03,production,review_flagged_imported,work-permit legal nuance,work-permit legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_040,active,b1_m03,production,review_flagged_imported,immigration legal nuance,immigration legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_044,active,b1_m03,production,review_flagged_imported,CAT01/register overlap,CAT01/register overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_046,active,b1_m03,production,review_flagged_imported,possible admin consequence,possible admin consequence,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_051,active,b1_m03,production,review_flagged_imported,CAT04 overlap,CAT04 overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_redemittel_cat03_r_056,active,b1_m03,production,review_flagged_imported,deadline/legal consequence nuance,deadline/legal consequence nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_001,active,b1_m03,contrast,review_flagged_imported,institutional distinction / legal-administrative nuance,institutional distinction / legal-administrative nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_002,active,b1_m03,production,review_flagged_imported,official-name nuance,official-name nuance,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_003,active,b1_m03,contrast,review_flagged_imported,institutional distinction / benefits nuance,institutional distinction / benefits nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_005,active,b1_m03,production,review_flagged_imported,local-service variation,local-service variation,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_006,active,b1_m03,production,review_flagged_imported,immigration/legal nuance,immigration/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_013,active,b1_m03,production,review_flagged_imported,role/register nuance,role/register nuance,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_014,active,b1_m03,production,review_flagged_imported,role/register nuance,role/register nuance,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_015,active,b1_m03,production,review_flagged_imported,admin-register nuance,admin-register nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_016,active,b1_m03,production,review_flagged_imported,admin-register nuance,admin-register nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_030,active,b1_m03,production,review_flagged_imported,official admin/legal nuance,official admin/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_040,active,b1_m03,production,review_flagged_imported,immigration/legal nuance,immigration/legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_041,active,b1_m03,production,review_flagged_imported,work-permission legal nuance,work-permission legal nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_042,active,b1_m03,production,review_flagged_imported,local admin nuance,local admin nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_059,active,b1_m03,contrast,review_flagged_imported,employment category nuance,employment category nuance,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_065,active,b1_m03,production,review_flagged_imported,official programme nuance,official programme nuance,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_072,active,b1_m03,production,review_flagged_imported,CAT04 overlap,CAT04 overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_073,active,b1_m03,production,review_flagged_imported,CAT04 overlap,CAT04 overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_074,active,b1_m03,choice,review_flagged_imported,CAT04/CAT12 overlap,CAT04/CAT12 overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_075,active,b1_m03,choice,review_flagged_imported,CAT04 overlap,CAT04 overlap,evidence_overclaim,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_083,active,b1_m03,production,review_flagged_imported,legal/admin distinction,legal/admin distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_084,active,b1_m03,production,review_flagged_imported,legal/admin distinction,legal/admin distinction,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m03,v080149_cat03_wortschatz_cat03_w_089,active,b1_m03,cloze,review_flagged_imported,legal document nuance,legal document nuance,medical_legal_admin_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_003,active,b1_m04,production,review_flagged_imported,register/currentness,register/currentness,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_004,active,b1_m04,production,review_flagged_imported,formal/genitive complexity,formal/genitive complexity,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_019,active,b1_m04,production,review_flagged_imported,formal/B1 boundary,formal/B1 boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_022,active,b1_m04,production,review_flagged_imported,register/B1 boundary,register/B1 boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_024,active,b1_m04,production,review_flagged_imported,salary/legal boundary,salary/legal boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_025,active,b1_m04,contrast,review_flagged_imported,CAT05/legal boundary,CAT05/legal boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_026,active,b1_m04,production,review_flagged_imported,consequence/register nuance,consequence/register nuance,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_collocation_cat04_coll_030,active,b1_m04,production,review_flagged_imported,purpose-clause B1/B1+ boundary,purpose-clause B1/B1+ boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_contrast_cat04_cs_002,active,b1_m04,contrast,review_flagged_imported,bewerben für variation,bewerben für variation,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_contrast_cat04_cs_020,active,b1_m04,contrast,review_flagged_imported,salary/contract boundary,salary/contract boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_contrast_cat04_cs_021,active,b1_m04,contrast,review_flagged_imported,consequence/register nuance,consequence/register nuance,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_contrast_cat04_cs_023,active,b1_m04,contrast,review_flagged_imported,B1/B1+ connector boundary,B1/B1+ connector boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_046,active,b1_m04,correction,review_flagged_imported,preposition variation needs review,preposition variation needs review,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_062,active,b1_m04,correction,review_flagged_imported,consequence/register nuance,consequence/register nuance,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_063,active,b1_m04,correction,review_flagged_imported,salary/contract boundary,salary/contract boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_077,active,b1_m04,contrast,review_flagged_imported,salary/contract boundary,salary/contract boundary,choice_obvious_distractors | financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_078,active,b1_m04,contrast,review_flagged_imported,consequence/register nuance,consequence/register nuance,choice_obvious_distractors | financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_090,active,b1_m04,satzbau,review_flagged_imported,B1/B1+ purpose-clause boundary,B1/B1+ purpose-clause boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_095,active,b1_m04,satzbau,review_flagged_imported,withdrawal consequence/register,withdrawal consequence/register,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_096,active,b1_m04,satzbau,review_flagged_imported,salary/contract boundary,salary/contract boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_practice_family_cat04_pf_108,active,b1_m04,production,review_flagged_imported,external review required for full email,external review required for full email,production_missing_checklist | register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_005,active,b1_m04,production,review_flagged_imported,preposition/register variation,preposition/register variation,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_011,active,b1_m04,production,review_flagged_imported,register/currentness,register/currentness,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_012,active,b1_m04,production,review_flagged_imported,formal complexity,formal complexity,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_021,active,b1_m04,production,review_flagged_imported,B1/B2/register boundary,B1/B2/register boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_022,active,b1_m04,production,review_flagged_imported,formal register/B1 boundary,formal register/B1 boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_038,active,b1_m04,production,review_flagged_imported,register/B1 boundary,register/B1 boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_039,active,b1_m04,production,review_flagged_imported,B1/B2 and contract/legal boundary,B1/B2 and contract/legal boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_040,active,b1_m04,choice,review_flagged_imported,CAT05/legal boundary,CAT05/legal boundary,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_041,active,b1_m04,production,review_flagged_imported,consequence/register nuance,consequence/register nuance,financial_legal_review,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_043,active,b1_m04,production,review_flagged_imported,tone/register review,tone/register review,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_redemittel_cat04_r_054,active,b1_m04,satzbau,review_flagged_imported,B1/B1+ purpose-clause boundary,B1/B1+ purpose-clause boundary,register_unclear,Item is excluded or marked for review.
review_queue_item,b1_m04,v080149_cat04_wortschatz_cat04_w_006,active,b1_m04,production,review_flagged_imported,case/adjective and register boundary,case/adjective and register boundary,register_unclear,Item is excluded or marked for review.
