queueId,itemId,sourceRowId,sourceFile,originQueueFile,originVersion,issueType,issueCodes,currentManifestStatus,currentRouteKey,currentModuleKey,currentContentBankKey,currentTaskType,currentAnswerMode,currentResponseSurface,normalPracticeEligible,normalAutoGradedPracticeEligible,activeB1Evidence,reviewOnly,v02ApplyGateStatus,sourceCleanupBatch,feedbackCleanupBatch,metadataProvenance,metadataConfidence,currentResolutionBucket,currentResolutionReason,recommendedNextAction,riskLevel
rq-00033,v080149_cat02_practice_family_cat02_pf_029,cat02-pf-029,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00039,v080149_cat02_practice_family_cat02_pf_035,cat02-pf-035,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00041,v080149_cat02_practice_family_cat02_pf_037,cat02-pf-037,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00042,v080149_cat02_practice_family_cat02_pf_038,cat02-pf-038,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00043,v080149_cat02_practice_family_cat02_pf_039,cat02-pf-039,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00050,v080149_cat02_practice_family_cat02_pf_046,cat02-pf-046,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00052,v080149_cat02_practice_family_cat02_pf_048,cat02-pf-048,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m01,b1-01,b1_m01,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00055,v080149_cat02_practice_family_cat02_pf_062,cat02-pf-062,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00056,v080149_cat02_wortschatz_cat02_w_076,cat02-w-076,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00057,v080149_cat02_wortschatz_cat02_w_077,cat02-w-077,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00058,v080149_cat02_wortschatz_cat02_w_078,cat02-w-078,content/b1-m01-variant-families.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m01,b1-01,b1_m01,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00059,v080149_cat01_collocation_cat01_coll_008,cat01-coll-008,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m02,b1-02,b1_m02,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00060,v080149_cat01_collocation_cat01_coll_017,cat01-coll-017,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m02,b1-02,b1_m02,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00079,v080149_cat01_practice_family_cat01_pf_041,cat01-pf-041,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00080,v080149_cat01_practice_family_cat01_pf_042,cat01-pf-042,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m02,b1-02,b1_m02,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00087,v080149_cat01_wortschatz_cat01_w_022,cat01-w-022,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m02,b1-02,b1_m02,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00088,v080149_cat01_wortschatz_cat01_w_076,cat01-w-076,content/b1-m02-appointments-callbacks.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m02,b1-02,b1_m02,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00089,v080149_cat03_collocation_cat03_coll_004,cat03-coll-004,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00090,v080149_cat03_collocation_cat03_coll_005,cat03-coll-005,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00091,v080149_cat03_collocation_cat03_coll_006,cat03-coll-006,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00092,v080149_cat03_collocation_cat03_coll_009,cat03-coll-009,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00093,v080149_cat03_collocation_cat03_coll_016,cat03-coll-016,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00094,v080149_cat03_collocation_cat03_coll_017,cat03-coll-017,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00095,v080149_cat03_contrast_cat03_cs_006,cat03-cs-006,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00096,v080149_cat03_contrast_cat03_cs_021,cat03-cs-021,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00128,v080149_cat03_practice_family_cat03_pf_055,cat03-pf-055,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;normal_practice_excluded_by_display_schema,internal_label_sanitised;normal_practice_excluded_by_display_schema,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00129,v080149_cat03_wortschatz_cat03_w_048,cat03-w-048,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00130,v080149_cat03_wortschatz_cat03_w_080,cat03-w-080,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00131,v080149_cat03_wortschatz_cat03_w_081,cat03-w-081,content/b1-m03-job-search-offices.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m03,b1-03,b1_m03,multiple_choice,selected_choice_value,,,,true,,,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00132,v080149_cat04_collocation_cat04_coll_002,cat04-coll-002,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,Excluded from normal practice by existing safeguards.,found,b1_m04,b1-04,b1_m04,multiple_choice,selected_choice_value,,,,true,,replaced_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00136,v080149_cat04_practice_family_cat04_pf_004,cat04-pf-004,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00166,v080149_cat04_practice_family_cat04_pf_038,cat04-pf-038,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,internal_label_sanitised;cloze_needs_review;normal_practice_excluded_by_display_schema,found,b1_m04,b1-04,b1_m04,vocab_cloze,typed,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00174,v080149_cat04_redemittel_cat04_r_011,cat04-r-011,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m04,b1-04,b1_m04,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
rq-00175,v080149_cat04_redemittel_cat04_r_054,cat04-r-054,content/b1-m04-applications.js,docs/qa/v0.85.1_prompt_cue_review_queue.csv,v0.85.1,choice_internal_label_artifact,internal_label_sanitised,found,b1_m04,b1-04,b1_m04,phrase_choice,selected_choice_value,,false,,false,true,quarantined_v0_85_6a_2,,,explicit,high,RESOLVED_BY_V0856_SOURCE_CLEANUP,Runtime display gates report zero active display-contract defects for this source-display issue class.,No action now.,low
